h3_cell_6,sum_population,avg_food,sum_gdp,gdp_per_capita
8644c10efffffff,23669.0,,1199391271.93,50673.508468038366
8644c10f7ffffff,10538.0,,67171516.01,6374.21863826153
8644c1107ffffff,7234.0,,201532283.123,27859.038308404753
8644c110fffffff,9243.0,,73404393.184,7941.619948501569
8644c1117ffffff,4600.0,,24416143.42,5307.857265217392
8644c111fffffff,11149.0,,56674225.880899996,5083.346119015158
8644c1127ffffff,32883.0,,696993838.61,21196.175489158533
8644c112fffffff,26871.0,,444993183.613,16560.350698262067
8644c1137ffffff,13869.0,,80256401.7,5786.747544884274
8644c1147ffffff,22778.0,,448218557.7,19677.695921503204
8644c114fffffff,25788.0,,2037657494.54,79015.72415619668
8644c1157ffffff,9118.0,,76409858.066,8380.111654529503
8644c115fffffff,25724.0,,1121696439.5,43605.05518193127
8644c1167ffffff,36655.0,,1770020886.7,48288.66148410858
8644c116fffffff,14573.0,,1557140263.0,106851.0439168325
8644c1177ffffff,20965.0,,349591763.90999997,16675.01855044121
8644c1187ffffff,16211.0,,112501572.325,6939.82927179076
8644c118fffffff,32841.0,,604374621.35,18403.051714320514
8644c1197ffffff,6914.0,,22643101.5372,3274.9640638125543
8644c119fffffff,21572.0,,234708167.2126,10880.222845012053
8644c11a7ffffff,6372.0,,22532835.6448,3536.226560703076
8644c11afffffff,15591.0,,141904833.716,9101.714688987237
8644c11b7ffffff,6104.0,,21942918.6441,3594.8425039482304
8644c1207ffffff,34230.0,,2728978940.5,79724.77185217645
8644c120fffffff,23342.0,,2348507620.7,100612.95607488646
8644c1217ffffff,35627.0,,1181153434.9,33153.3228983636
8644c121fffffff,33776.0,,4195945498.0,124228.60901231643
8644c1227ffffff,37596.0,,1587832149.35,42234.07142648154
8644c122fffffff,37695.0,,3942189380.8,104581.2277702613
8644c1237ffffff,43286.0,,2824946877.3,65262.368370835844
8644c1247ffffff,11562.0,,73638419.74,6369.003610102058
8644c124fffffff,13758.0,,218955577.13,15914.782463294083
8644c1257ffffff,7087.0,,70367997.09,9929.165668124737
8644c125fffffff,7384.0,,21896898.887,2965.452178629469
8644c1267ffffff,28020.0,,647766314.17,23117.998364382584
8644c126fffffff,24841.0,,383660543.7,15444.649720220603
8644c1277ffffff,18190.0,,967739819.26,53201.74927212754
8644c1287ffffff,28014.0,,498483924.69,17794.10026022703
8644c128fffffff,33685.0,,646448242.6,19190.982413537182
8644c1297ffffff,26428.0,,986714506.01,37335.95073444831
8644c129fffffff,27258.0,,337899010.96999997,12396.324417418738
8644c12a7ffffff,37077.0,,1745078349.13,47066.3308555169
8644c12afffffff,43263.0,,2048092542.0,47340.51133763262
8644c12b7ffffff,28258.0,,3196203757.2,113107.92544412201
8644c12c7ffffff,15949.0,,155776866.18,9767.187044955797
8644c12cfffffff,6164.0,,41522421.217,6736.278588092148
8644c12d7ffffff,26399.0,,528952879.427,20036.85288938975
8644c12dfffffff,21195.0,,145303635.2645,6855.561937461665
8644c12e7ffffff,18653.0,,772607168.4300001,41419.99509087011
8644c12efffffff,4281.0,,39156589.928,9146.5989086662
8644c12f7ffffff,22164.0,,719913581.24,32481.211931059377
8644c1307ffffff,39669.0,,4295268667.0,108277.7147646777
8644c130fffffff,48079.0,,15315092071.0,318540.15414214105
8644c1317ffffff,41903.0,,5305169518.5,126605.95944204472
8644c131fffffff,39503.0,,4029676611.0,102009.38184441689
8644c1327ffffff,71334.0,,20081936403.0,281519.8419126924
8644c132fffffff,33170.0,,2273187081.5,68531.41638528791
8644c1337ffffff,51399.0,,3682359461.0,71642.62847526216
8644c1347ffffff,34419.0,,1521906200.5,44217.03711612772
8644c134fffffff,32725.0,,1450939948.5,44337.35518716578
8644c1357ffffff,27730.0,,1454420490.742,52449.350549657414
8644c135fffffff,31831.0,,1234316890.0,38777.19487292262
8644c1367ffffff,45238.0,,6289188389.0,139024.45707148858
8644c136fffffff,29372.0,,2068189132.5,70413.6297323982
8644c1377ffffff,24992.0,,802108911.4,32094.626736555696
8644c1387ffffff,59410.0,,3612621301.5,60808.30334118835
8644c138fffffff,34082.0,,3047415113.7200003,89414.21024939851
8644c1397ffffff,49175.0,,1505335361.4,30611.801960345707
8644c139fffffff,52555.0,,8418892437.0,160192.03571496528
8644c13a7ffffff,50069.0,,3743537835.0,74767.57744312848
8644c13afffffff,54050.0,,7771317556.0,143780.15829787235
8644c13b7ffffff,34005.0,,929141625.0,27323.676665196293
8644c1407ffffff,1794.0,,7075730.6189,3944.1084832218507
8644c140fffffff,997.0,,2033144.8432,2039.2626310932799
8644c1417ffffff,481.0,,2112040.4284,4390.936441580042
8644c141fffffff,275.0,,1390867.8479,5057.701265090909
8644c1427ffffff,657.0,,1543378.1827,2349.1296540334856
8644c142fffffff,1257.0,,30151046.7756,23986.51294797136
8644c1437ffffff,642.0,,1584486.0278,2468.046772274143
8644c1447ffffff,1243.0,,2037390.041,1639.0909420756234
8644c144fffffff,5022.0,,134659847.0498,26813.987863361213
8644c1457ffffff,1407.0,,3413759.7325,2426.2684665955935
8644c145fffffff,16460.0,,269433479.0515,16368.984146506684
8644c1467ffffff,1333.0,,3788026.2708,2841.7301356339085
8644c146fffffff,2219.0,,6456663.578,2909.7177007661107
8644c1477ffffff,5096.0,,113244745.5417,22222.281307240974
8644c1487ffffff,555.0,,2462996.5977,4437.831707567567
8644c148fffffff,619.0,,2451003.2079,3959.617460258481
8644c1497ffffff,105.0,,96840.36284,922.2891699047619
8644c149fffffff,370.0,,1364841.8241,3688.761686756757
8644c14a7ffffff,4160.0,,59405295.3713,14280.119079639422
8644c14afffffff,529.0,,1579839.8631,2986.4647695652175
8644c14b7ffffff,1866.0,,24851511.360400002,13318.066109539122
8644c14c7ffffff,1160.0,,3163328.7948,2727.0075817241377
8644c14cfffffff,1094.0,,1995572.1153,1824.106138299817
8644c14d7ffffff,884.0,,2298365.0159,2599.9604252262443
8644c14dfffffff,1024.0,,2972267.7967,2902.6052702148436
8644c14e7ffffff,862.0,,1299061.4889,1507.031889675174
8644c14efffffff,2846.0,,6116855.1662,2149.28150604357
8644c14f7ffffff,493.0,,1015902.1402,2060.653428397566
8644c1507ffffff,1093.0,,2710329.2421,2479.7156835315645
8644c150fffffff,2055.0,,7209980.1893,3508.506174841849
8644c1517ffffff,273.0,,790846.3666,2896.8731377289378
8644c151fffffff,354.0,,965884.5335,2728.487382768362
8644c1527ffffff,331.0,,997211.2840999999,3012.7229126888215
8644c152fffffff,331.0,,1336241.5486,4036.9835305135953
8644c1537ffffff,333.0,,402556.00556,1208.8768935735736
8644c1547ffffff,5379.0,,15894680.6717,2954.9508592117495
8644c154fffffff,2937.0,,225501448.6152,76779.51944678243
8644c1557ffffff,3146.0,,6610951.8198,2101.3832866497137
8644c155fffffff,1957.0,,7392336.5333,3777.3819792028617
8644c1567ffffff,3800.0,,10914042.6219,2872.1164794473684
8644c156fffffff,23250.0,,1072485514.094,46128.409208344085
8644c1577ffffff,1911.0,,5463474.6262,2858.961081214024
8644c1587ffffff,312.0,,410866.42919,1316.8795807371794
8644c158fffffff,348.0,,1252798.002,3599.99425862069
8644c1597ffffff,565.0,,2468655.27967,4369.301379946903
8644c159fffffff,1009.0,,53672499.9797,53193.7561741328
8644c15a7ffffff,141.0,,1928373.9794700001,13676.411201914894
8644c15afffffff,125.0,,269204.3137,2153.6345096
8644c15b7ffffff,178.0,,598384.3691,3361.709938764045
8644c1607ffffff,7681.0,,78677580.9202,10243.14293974743
8644c160fffffff,10563.0,,65287234.7855,6180.747399933731
8644c1617ffffff,7835.0,,198651959.8202,25354.430098302488
8644c161fffffff,8791.0,,35718555.174,4063.082149243545
8644c1627ffffff,7656.0,,44228113.0153,5776.9217627089865
8644c162fffffff,15387.0,,345948231.0951,22483.150132910898
8644c1637ffffff,9046.0,,116376700.82800001,12864.990142383374
8644c1647ffffff,23835.0,,337626466.31,14165.15486930984
8644c164fffffff,8100.0,,504955935.357,62340.23893296296
8644c1657ffffff,17734.0,,275032295.797,15508.75695257697
8644c165fffffff,11449.0,,132680022.876,11588.787044807406
8644c1667ffffff,24133.0,,1090619242.086,45192.029258111295
8644c166fffffff,24299.0,,1050216555.4,43220.56691221861
8644c1677ffffff,33809.0,,630043375.655,18635.3744758792
8644c1687ffffff,6277.0,,27504912.7034,4381.856412840529
8644c168fffffff,5822.0,,33374479.092,5732.476656131914
8644c1697ffffff,4881.0,,6853681.3638,1404.1551657037494
8644c169fffffff,3673.0,,7701068.5981,2096.6699150830386
8644c16a7ffffff,13308.0,,498827299.4833,37483.26566601292
8644c16afffffff,11433.0,,186757745.5123,16334.972930315755
8644c16b7ffffff,5403.0,,34973703.4745,6473.01563473996
8644c16c7ffffff,7455.0,,86573705.567,11612.837768879946
8644c16cfffffff,9279.0,,53780607.664,5795.948665157883
8644c16d7ffffff,5345.0,,27735846.766,5189.12006847521
8644c16dfffffff,2294.0,,7681479.1345,3348.508777027027
8644c16e7ffffff,10642.0,,93657921.0575,8800.78190730126
8644c16efffffff,9976.0,,120465004.6965,12075.481625551323
8644c16f7ffffff,2849.0,,60961979.21,21397.6761003861
8644c1707ffffff,14994.0,,572783192.553,38200.82650080032
8644c170fffffff,12873.0,,98119307.313,7622.101088557445
8644c1717ffffff,5614.0,,28751517.5996,5121.3960811542565
8644c171fffffff,5417.0,,22135913.8711,4086.378783662544
8644c1727ffffff,7778.0,,32472520.12,4174.919017742351
8644c172fffffff,21138.0,,641141271.08,30331.217290188288
8644c1737ffffff,7813.0,,64970248.278,8315.659577371049
8644c1747ffffff,38226.0,,3014532850.5,78860.79763773349
8644c174fffffff,50620.0,,1274585242.5,25179.479306598183
8644c1757ffffff,34359.0,,315456016.793,9181.175726680054
8644c175fffffff,23065.0,,649163161.4,28144.945215694774
8644c1767ffffff,48132.0,,1650179671.0,34284.46087841768
8644c176fffffff,51139.0,,2929053669.5,57276.318846672795
8644c1777ffffff,29140.0,,543793029.77,18661.394295470145
8644c1787ffffff,2763.0,,6380800.47,2309.374039087948
8644c178fffffff,7972.0,,78794102.1473,9883.856265341195
8644c1797ffffff,1879.0,,3792266.0167,2018.2363047897818
8644c179fffffff,4483.0,,13455652.9053,3001.484029734553
8644c17a7ffffff,5890.0,,86248010.74239999,14643.125762716467
8644c17afffffff,6631.0,,15713142.3959,2369.648981435681
8644c17b7ffffff,3308.0,,32672532.594,9876.823637847643
8644c1807ffffff,3524.0,,28406512.6815,8060.871930051078
8644c180fffffff,2576.0,,16862787.4212,6546.113129347826
8644c1817ffffff,3375.0,,77357059.6415,22920.61026414815
8644c181fffffff,14045.0,,158251432.377,11267.45691541474
8644c1827ffffff,1664.0,,6828338.1696,4103.5686115384615
8644c182fffffff,1781.0,,6500993.7029,3650.192983099382
8644c1837ffffff,15785.0,,1600289464.9390001,101380.39055679443
8644c1847ffffff,17321.0,,1221371054.91,70513.88804976619
8644c184fffffff,9775.0,,355709023.577,36389.6699311509
8644c1857ffffff,9020.0,,124747214.0847,13830.06808034368
8644c185fffffff,12106.0,,471396300.011,38939.063275318025
8644c1867ffffff,5984.0,,94248374.7998,15750.062633656416
8644c186fffffff,5298.0,,121836731.183,22996.740502642508
8644c1877ffffff,4732.0,,23158269.842,4893.970803465765
8644c1887ffffff,7711.0,,145354161.7171,18850.234952288938
8644c188fffffff,21764.0,,885243757.42,40674.68100624885
8644c1897ffffff,12612.0,,234206471.811,18570.129385585155
8644c189fffffff,11558.0,,282721661.184,24461.12313410625
8644c18a7ffffff,3825.0,,31085474.371,8126.921404183006
8644c18afffffff,3807.0,,90487825.4198,23768.801003362227
8644c18b7ffffff,2445.0,,8987637.4048,3675.925318936605
8644c18c7ffffff,5985.0,,46923807.0224,7840.235091461988
8644c18cfffffff,20166.0,,430240229.88,21334.931562035108
8644c18d7ffffff,14724.0,,323531744.373,21973.087773227384
8644c18dfffffff,38508.0,,1176472813.57,30551.387077230702
8644c18e7ffffff,13940.0,,329074167.5597,23606.46826109756
8644c18efffffff,22836.0,,587506263.879,25727.196701655277
8644c18f7ffffff,7271.0,,51557510.625,7090.841785861642
8644c1907ffffff,2068.0,,7025025.5624,3397.01429516441
8644c190fffffff,1262.0,,5805424.6501,4600.178011172742
8644c1917ffffff,3768.0,,18999485.3266,5042.326254405521
8644c191fffffff,5655.0,,75190575.5097,13296.299824880636
8644c1927ffffff,998.0,,1525409.6253,1528.4665584168335
8644c192fffffff,1266.0,,3355246.5469,2650.273733728278
8644c1937ffffff,2656.0,,48918503.7445,18418.11134958584
8644c1947ffffff,1317.0,,6747567.6254,5123.437832498102
8644c194fffffff,9437.0,,174084515.8783,18447.018743064535
8644c1957ffffff,1497.0,,5163569.2439,3449.278052037408
8644c195fffffff,2340.0,,7401510.7823,3163.0387958547008
8644c1967ffffff,1226.0,,2048174.1702,1670.6151469820554
8644c196fffffff,5019.0,,33658064.6423,6706.129635843794
8644c1977ffffff,894.0,,4098813.0810000002,4584.802104026846
8644c1987ffffff,3003.0,,51662497.681,17203.62893140193
8644c198fffffff,8694.0,,364341390.157,41907.22224028065
8644c1997ffffff,1879.0,,6707020.9067,3569.4629625864823
8644c199fffffff,2659.0,,10015212.3234,3766.5334048138398
8644c19a7ffffff,1629.0,,6453081.7815000005,3961.376170349908
8644c19afffffff,13220.0,,887325126.04,67119.90363388804
8644c19b7ffffff,1680.0,,3961075.6284,2357.783112142857
8644c1a07ffffff,19087.0,,537818572.343,28177.218648451828
8644c1a0fffffff,8347.0,,1989719627.5,238375.41961183658
8644c1a17ffffff,40925.0,,3562179961.5,87041.6606353085
8644c1a1fffffff,32371.0,,2003210353.8,61882.869043279476
8644c1a27ffffff,11970.0,,184661137.637,15426.995625480367
8644c1a2fffffff,4944.0,,510752968.876,103307.63933576051
8644c1a37ffffff,25499.0,,2731394982.0,107117.72940115299
8644c1a47ffffff,16843.0,,799724659.16,47481.12920263611
8644c1a4fffffff,20824.0,,833423994.9,40022.281737418365
8644c1a57ffffff,30074.0,,1878550603.5,62464.27490523376
8644c1a5fffffff,27309.0,,1779865300.5,65175.04487531583
8644c1a67ffffff,20873.0,,704976690.1,33774.57433526566
8644c1a6fffffff,15582.0,,139445107.49,8949.114843409063
8644c1a77ffffff,16342.0,,433468620.8344,26524.820758438378
8644c1a87ffffff,63333.0,,19020218112.0,300320.8139832315
8644c1a8fffffff,78669.0,,61892596314.0,786746.9564123098
8644c1a97ffffff,40254.0,,4557163616.0,113210.20559447509
8644c1a9fffffff,59147.0,,10987889771.0,185772.5627842494
8644c1aa7ffffff,38428.0,,6948979367.2,180831.14830852504
8644c1aafffffff,53562.0,,8379162136.2,156438.55972891228
8644c1ab7ffffff,15423.0,,1987749916.207,128882.18350560851
8644c1ac7ffffff,38213.0,,3250116866.7,85052.64875042524
8644c1acfffffff,38541.0,,3944397661.6,102342.89877273553
8644c1ad7ffffff,24407.0,,1240800649.0,50837.9009710329
8644c1adfffffff,41696.0,,10514081533.02,252160.43584564468
8644c1ae7ffffff,25751.0,,1632665657.567,63402.029341268295
8644c1aefffffff,28963.0,,999934340.5,34524.54305493215
8644c1af7ffffff,28296.0,,1396329587.5,49347.24298487419
8644c1b07ffffff,14243.0,,580196345.61,40735.54346766833
8644c1b0fffffff,11825.0,,133259416.7438,11269.295284887949
8644c1b17ffffff,11223.0,,693907778.39,61829.08120734207
8644c1b1fffffff,19297.0,,1328611294.44,68850.66561848992
8644c1b27ffffff,5506.0,,92058463.143,16719.662757537233
8644c1b2fffffff,4367.0,,101520541.3551,23247.204340531258
8644c1b37ffffff,5930.0,,70309708.3122,11856.61185703204
8644c1b47ffffff,12875.0,,75313740.8574,5849.610940380582
8644c1b4fffffff,28161.0,,1183480803.82,42025.52479741486
8644c1b57ffffff,7511.0,,166860903.6566,22215.53769892158
8644c1b5fffffff,15644.0,,264193082.2768,16887.821674558938
8644c1b67ffffff,640.0,,1411812.367,2205.9568234375
8644c1b6fffffff,13226.0,,99100692.2985,7492.869522039921
8644c1b77ffffff,2429.0,,28296973.2475,11649.639047962124
8644c1b87ffffff,38567.0,,3974453259.7,103053.21284258562
8644c1b8fffffff,11334.0,,13739912855.09,1212273.941687842
8644c1b97ffffff,37234.0,,4529812597.0,121657.96307138637
8644c1b9fffffff,19642.0,,5205394484.0,265013.4652275736
8644c1ba7ffffff,18983.0,,856514712.16,45120.092301532946
8644c1bafffffff,36374.0,,2355264814.7,64751.32827569142
8644c1bb7ffffff,42000.0,,2789836074.0,66424.66842857143
8644c1c07ffffff,771.0,,1772881.1979,2299.456806614786
8644c1c0fffffff,1959.0,,7885906.5890999995,4025.475543185298
8644c1c17ffffff,88.0,,89945.0639,1022.1029988636363
8644c1c1fffffff,1320.0,,3265779.3623,2474.075274469697
8644c1c27ffffff,1324.0,,6715901.1481,5072.432891314199
8644c1c2fffffff,4532.0,,169099858.5287,37312.413620631065
8644c1c37ffffff,237.0,,493728.265,2083.2416244725737
8644c1c47ffffff,4027.0,,17106333.6057,4247.91000886516
8644c1c4fffffff,8791.0,,73680407.4174,8381.345400682516
8644c1c57ffffff,1797.0,,4658865.4375,2592.57954229271
8644c1c5fffffff,4548.0,,10859239.7105,2387.695626759015
8644c1c67ffffff,3442.0,,24683557.4228,7171.28338837885
8644c1c6fffffff,10515.0,,40926214.5653,3892.174471260105
8644c1c77ffffff,1422.0,,4521370.3147,3179.5853127285513
8644c1c87ffffff,2851.0,,29761909.027400002,10439.112250929498
8644c1c8fffffff,447.0,,1164073.00605,2604.190170134228
8644c1c97ffffff,271.0,,436262.46726,1609.8246024354244
8644c1c9fffffff,242.0,,287180.34990000003,1186.6956607438017
8644c1ca7ffffff,499.0,,3588888.29275,7192.160907314629
8644c1cafffffff,255.0,,893617.4694,3504.3822329411764
8644c1cb7ffffff,1060.0,,1200857.6234300002,1132.8845504056605
8644c1cc7ffffff,3698.0,,8173647.4636,2210.2886597079505
8644c1ccfffffff,1332.0,,20998507.800499998,15764.64549587087
8644c1cd7ffffff,447.0,,1060160.9749,2371.72477606264
8644c1cdfffffff,1724.0,,1648690.2331,956.3168405452436
8644c1ce7ffffff,7092.0,,15124832.5687,2132.6611066976875
8644c1cefffffff,2247.0,,4632838.3507,2061.788318068536
8644c1cf7ffffff,1625.0,,1770371.1308,1089.4591574153847
8644c1d07ffffff,354.0,,649924.6926,1835.9454593220337
8644c1d0fffffff,1255.0,,3683035.8016000004,2934.689881752988
8644c1d17ffffff,485.0,,3067848.3005,6325.460413402062
8644c1d1fffffff,553.0,,2364547.4403,4275.854322423146
8644c1d27ffffff,1288.0,,4081601.48037,3168.945248734472
8644c1d2fffffff,1614.0,,6297902.7452,3902.0463105328377
8644c1d37ffffff,641.0,,1290241.8101599999,2012.8577381591263
8644c1d47ffffff,1236.0,,2290027.0801999997,1852.772718608414
8644c1d4fffffff,3785.0,,9832362.3134,2597.717916354029
8644c1d57ffffff,1109.0,,11241674.5785,10136.766977908026
8644c1d5fffffff,4134.0,,101080256.21700001,24450.956994920176
8644c1d67ffffff,3812.0,,46166289.295,12110.778933630641
8644c1d6fffffff,1193.0,,2575240.5444,2158.6257706621964
8644c1d77ffffff,2817.0,,8404470.0147,2983.482433333333
8644c1d87ffffff,34.0,,37010.9292,1088.5567411764705
8644c1d8fffffff,107.0,,376689.65265,3520.464043457944
8644c1d97ffffff,72.0,,94012.6897,1305.731801388889
8644c1d9fffffff,163.0,,194636.30180000002,1194.0877411042945
8644c1da7ffffff,280.0,,1518439.3571,5422.997703928571
8644c1dafffffff,63.0,,554803.814,8806.409746031746
8644c1db7ffffff,9.0,,,
8644c2007ffffff,309.0,,811182.03697,2625.1845856634304
8644c200fffffff,197.0,,483978.3667,2456.742978172589
8644c2017ffffff,6007.0,,216741313.41910002,36081.45720311304
8644c201fffffff,463.0,,1086380.047,2346.393190064795
8644c2027ffffff,67.0,,56411.4595,841.9620820895522
8644c202fffffff,118.0,,249106.89458999998,2111.075377881356
8644c2037ffffff,1050.0,,5750225.92504,5476.405642895238
8644c2047ffffff,461.0,,940919.4550999999,2041.0400327548805
8644c204fffffff,1223.0,,17366845.2914,14200.200565331153
8644c2057ffffff,354.0,,913695.44843,2581.0605887853108
8644c205fffffff,1388.0,,7964094.0187,5737.819898198847
8644c2067ffffff,127.0,,943891.49064,7432.216461732283
8644c206fffffff,502.0,,3551121.6425,7073.94749501992
8644c2077ffffff,80.0,,707333.8561999999,8841.673202499998
8644c2087ffffff,205.0,,852279.5654,4157.461294634146
8644c208fffffff,561.0,,2252608.5208,4015.344956862745
8644c2097ffffff,266.0,,1133830.6705,4262.521317669173
8644c209fffffff,166.0,,669092.0952,4030.6752722891565
8644c20a7ffffff,1064.0,,1506026.0844999999,1415.4380493421052
8644c20afffffff,652.0,,2122908.878,3255.995211656442
8644c20b7ffffff,593.0,,1212269.9652,2044.3001099494097
8644c20c7ffffff,1537.0,,9038591.2969,5880.670980416396
8644c20cfffffff,1743.0,,15319130.1277,8788.944422088352
8644c20d7ffffff,1840.0,,20686733.011099998,11242.78967994565
8644c20dfffffff,4429.0,,48887888.5763,11038.13243989614
8644c20e7ffffff,905.0,,4988268.2494,5511.898618121547
8644c20efffffff,1303.0,,4374803.9934,3357.485796930161
8644c20f7ffffff,467.0,,1161288.03,2486.698137044968
8644c2107ffffff,28.0,,1116891.4295,39888.979625
8644c210fffffff,3.0,,23309.749200000002,7769.916400000001
8644c2117ffffff,7.0,,1645582.57676,235083.22525142858
8644c211fffffff,64.0,,942075.07055,14719.92297734375
8644c2127ffffff,85.0,,394394.85875,4639.939514705882
8644c212fffffff,105.0,,217224.07356,2068.8007005714285
8644c2137ffffff,76.0,,501250.71953,6595.404204342105
8644c2147ffffff,187.0,,1541991.08695,8245.94164144385
8644c214fffffff,88.0,,367989.60623000003,4181.700070795455
8644c2157ffffff,162.0,,778469.7687,4805.368942592592
8644c215fffffff,118.0,,533438.4812,4520.6650949152545
8644c2167ffffff,272.0,,1891737.75515,6954.918217463236
8644c216fffffff,84.0,,802207.36008,9550.08762
8644c2177ffffff,122.0,,482353.67903999996,3953.7186806557374
8644c2187ffffff,82.0,,697341.08147,8504.159530121951
8644c218fffffff,1053.0,,6014247.91986,5711.536486096866
8644c2197ffffff,119.0,,453628.16004,3812.0013448739496
8644c219fffffff,251.0,,277133.42897,1104.1172468924303
8644c21a7ffffff,68.0,,1078736.30808,15863.769236470589
8644c21afffffff,279.0,,839278.0168000001,3008.1649347670254
8644c21b7ffffff,122.0,,765315.5338,6273.078145901639
8644c2207ffffff,2902.0,,45421096.751200005,15651.652912198486
8644c220fffffff,2363.0,,11216404.7338,4746.67995505713
8644c2217ffffff,11704.0,,419003009.204,35799.98369822283
8644c221fffffff,7133.0,,113844856.3606,15960.305111537922
8644c2227ffffff,3811.0,,66808440.846200004,17530.422683337707
8644c222fffffff,647.0,,5997660.8831,9269.954997063369
8644c2237ffffff,6710.0,,74228576.266,11062.380963636364
8644c2247ffffff,1226.0,,2433537.2242,1984.9406396411093
8644c224fffffff,420.0,,1469210.4047599998,3498.120011333333
8644c2257ffffff,917.0,,975808.919,1064.1318636859323
8644c225fffffff,1030.0,,1978580.863,1920.952294174757
8644c2267ffffff,324.0,,1073125.2294,3312.1149055555557
8644c226fffffff,334.0,,463724.7423,1388.3974320359282
8644c2277ffffff,868.0,,1206834.2897,1390.3620849078343
8644c2287ffffff,37427.0,,3715937624.0,99284.94466561574
8644c228fffffff,21515.0,,642962241.5634999,29884.370976690676
8644c2297ffffff,26746.0,,2704333359.03,101111.69367494206
8644c229fffffff,10541.0,,258000667.41259998,24475.91949649938
8644c22a7ffffff,17517.0,,664273336.476,37921.63820722726
8644c22afffffff,21742.0,,460256133.99,21168.987857142856
8644c22b7ffffff,23855.0,,4057611284.0,170094.7928736114
8644c22c7ffffff,380.0,,857467.6536000001,2256.493825263158
8644c22cfffffff,23.0,,470774.7966,20468.469417391305
8644c22d7ffffff,301.0,,1074038.6029,3568.234561129568
8644c22dfffffff,191.0,,1459996.9202999999,7643.9629335078525
8644c22e7ffffff,216.0,,687468.2533,3182.7233949074075
8644c22efffffff,400.0,,1230079.3505,3075.19837625
8644c22f7ffffff,6784.0,,219100698.04610002,32296.683084625594
8644c2307ffffff,39.0,,378331.6305,9700.81103846154
8644c230fffffff,2368.0,,29923796.11,12636.738222128379
8644c231fffffff,1245.0,,3542841.7881,2845.6560546987953
8644c2327ffffff,40.0,,319456.70790000004,7986.417697500001
8644c232fffffff,728.0,,12115691.7892,16642.433776373626
8644c2337ffffff,96.0,,1451856.5412,15123.5056375
8644c2347ffffff,1429.0,,4066931.7926,2845.998455283415
8644c234fffffff,1481.0,,15448499.8879,10431.127540783255
8644c2357ffffff,1109.0,,1913226.3151,1725.1815284941388
8644c235fffffff,1047.0,,2813738.7651,2687.4295750716333
8644c2367ffffff,982.0,,2300919.7987,2343.09551802444
8644c236fffffff,8512.0,,408036322.414,47936.59802796052
8644c2377ffffff,1830.0,,13235957.4244,7232.76361989071
8644c2387ffffff,1563.0,,39948104.8179,25558.60832879079
8644c238fffffff,9655.0,,494735290.7127,51241.35584802693
8644c2397ffffff,20615.0,,748633338.979,36314.98127475139
8644c239fffffff,13972.0,,762075978.944,54543.084665330665
8644c23a7ffffff,1056.0,,22733454.6323,21527.892644223484
8644c23afffffff,34.0,,92568.1696,2722.5932235294117
8644c23b7ffffff,2546.0,,64059266.4801,25160.748813864884
8644c2407ffffff,26.0,,51622.0115,1985.4619807692309
8644c2417ffffff,8.0,,359398.146,44924.76825
8644c241fffffff,3.0,,655793.437,218597.81233333334
8644c2427ffffff,194.0,,476678.26954,2457.1044821649484
8644c242fffffff,85.0,,202080.3101,2377.4154129411763
8644c2437ffffff,114.0,,208818.6593,1831.7426254385964
8644c2467ffffff,72.0,,156600278.2067,2175003.8639819445
8644c246fffffff,251.0,,2085897.2819,8310.347736653386
8644c2477ffffff,22.0,,1912302.3688,86922.83494545455
8644c2487ffffff,163.0,,1830298.4935,11228.825113496932
8644c248fffffff,143.0,,440480.73699999996,3080.284874125874
8644c2497ffffff,23.0,,965185.9970999999,41964.608569565215
8644c249fffffff,281.0,,359732.98960000003,1280.188575088968
8644c24a7ffffff,7.0,,14570359.887600001,2081479.9839428572
8644c24afffffff,72.0,,1146913.4195,15929.353048611112
8644c24b7ffffff,19.0,,1054936.1576,55522.955663157896
8644c2507ffffff,69.0,,454191.78990000003,6582.489708695653
8644c250fffffff,132.0,,116439.03567000001,882.1139065909092
8644c2517ffffff,42.0,,165039.0066,3929.500157142857
8644c251fffffff,28.0,,79485.1835,2838.7565535714284
8644c2527ffffff,114.0,,133268.9363,1169.0257570175438
8644c252fffffff,144.0,,437481.64637000003,3038.066988680556
8644c2537ffffff,426.0,,2557263.60897,6002.966218239437
8644c2547ffffff,251.0,,308615.00948,1229.541870438247
8644c254fffffff,249.0,,795118.0354,3193.2451220883536
8644c2557ffffff,356.0,,1371359.2795,3852.1328075842694
8644c255fffffff,237.0,,532414.1724,2246.473301265823
8644c2567ffffff,89.0,,341734.76300000004,3839.7164382022474
8644c256fffffff,218.0,,1089780.5771599999,4998.993473211009
8644c2577ffffff,1265.0,,23200654.53976,18340.43837135178
8644c2587ffffff,2.0,,46004.8504,23002.4252
8644c258fffffff,25.0,,197845.5427,7913.8217079999995
8644c2597ffffff,24.0,,1454862.4595,60619.269145833336
8644c259fffffff,12.0,,444568.21330000006,37047.351108333336
8644c25a7ffffff,82.0,,184871.3836,2254.529068292683
8644c25afffffff,14.0,,107376.26064000001,7669.732902857143
8644c25b7ffffff,4.0,,173421.67100000003,43355.41775000001
8644c2607ffffff,1587.0,,19648526.1943,12380.92387794581
8644c260fffffff,5679.0,,166621312.02899998,29339.90350924458
8644c2617ffffff,1146.0,,5175162.9744,4515.849017801047
8644c261fffffff,3325.0,,30409645.415,9145.758019548872
